***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 22.0.2 - Marco de 2026 (CPLEX)                         *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA ONS                                                                                                                                                   


____________________________________________________________________

  TE  PMO - ABRIL/26 - MAIO/26 - REV 2 - FCF COM CVAR - 12 REE - VALOR ESPERADO  - Data do Caso: 12/04/2026                                                       
____________________________________________________________________

-----------------------------
Titulacao das usinas Termicas                                                   
-----------------------------
----------------------------------------------------------------------------------------------------
IPER:            Indice do periodo.                                                                                                                                                                     
USIT:            Numero de cadastro da usina termoeletrica                                                                                                                                              
Nome Usit:       Nome da usina termoeletrica                                                                                                                                                            
NomeSist:        Nome do subsistema                                                                                                                                                                     
Gter:            Geracao Termoeletrica                                                                                                                                                                  
Ordem Merito:    Titulacao da usina termica por Ordem Merito                                                                                                                                            
Inflexibilidade: Titulacao da usina termica devido a inflexibilidade                                                                                                                                    
GERACAO UC:      Geracao da usina termica devido a restricoes de UC                                                                                                                                     
TOFF:            Montante de geracao das unidades que estao cumprindo tempo minimo desligada (TOFF).                                                                                                    
ORD.MER.TOTAL:   Indica que a usina esta na ordem de merito gerando o maximo .                                                                                                                          
----------------------------------------------------------------------------------------------------

-----;-----;--------------;--------;---------;------------;-----------------;------------;------------;-------------;
IPER ;USIT ;  Nome Usit   ;NomeSist;  Gter   ;Ordem Merito; Inflexibilidade ; GERACAO UC ;    TOFF    ;ORD.MER.TOTAL;
  -  ;  -  ;      -       ;   -    ;  (MW)   ;     MW     ;       MW        ;     MW     ;     -      ;      -      ;
-----;-----;--------------;--------;---------;------------;-----------------;------------;------------;-------------;
   2 ; 137 ; GNA I        ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   2 ; 140 ; MAUA 3       ; N      ;   264.00;     264.00 ;          264.00 ;       0.00 ;       0.00 ;     MAX     ;
   2 ; 144 ; PETROLINA    ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   2 ; 146 ; STA VITORIA  ; SE     ;    41.00;      41.00 ;            0.00 ;       0.00 ;       0.00 ;     MAX     ;
   2 ; 147 ; PROSPERID. 1 ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   2 ; 149 ; SAO SEPE     ; S      ;     8.00;       8.00 ;            0.00 ;       0.00 ;       0.00 ;     MAX     ;
   2 ; 151 ; POTIGUAR     ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   2 ; 152 ; TERMOCABO    ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   2 ; 153 ; DAIA         ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   2 ; 156 ; CANDIOTA 3   ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   2 ; 161 ; POTIGUAR III ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   2 ; 162 ; PECEM II     ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   2 ; 163 ; P. PECEM II  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   2 ; 167 ; P. PECEM I   ; NE     ;   240.00;       0.00 ;            0.00 ;     240.00 ;       0.00 ;             ;
   2 ; 170 ; SUAPE II     ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   2 ; 176 ; PORTO ITAQUI ; N      ;   240.00;       0.00 ;            0.00 ;     240.00 ;       0.00 ;             ;
   2 ; 182 ; PALMEIRAS GO ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   2 ; 194 ; T.NORTE 2    ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   2 ; 201 ; APARECIDA    ; N      ;   120.00;     120.00 ;           95.00 ;       0.00 ;       0.00 ;     MAX     ;
   2 ; 203 ; PORAQUE      ; N      ;    68.00;      68.00 ;           50.00 ;       0.00 ;       0.00 ;     MAX     ;
   2 ; 204 ; JARAQUI      ; N      ;    63.00;      63.00 ;           50.00 ;       0.00 ;       0.00 ;     MAX     ;
   2 ; 205 ; PIRARUCU     ; N      ;    67.00;      67.00 ;           66.00 ;       0.00 ;       0.00 ;     MAX     ;
   2 ; 207 ; TUCUNARE     ; N      ;    67.00;      67.00 ;           66.00 ;       0.00 ;       0.00 ;     MAX     ;
   2 ; 209 ; TAMBAQUI     ; N      ;    63.00;      63.00 ;           56.00 ;       0.00 ;       0.00 ;     MAX     ;
   2 ; 211 ; BAIXADA FLU  ; SE     ;   530.00;     530.00 ;            0.00 ;       0.00 ;       0.00 ;     MAX     ;
   2 ; 212 ; MARANHAO III ; N      ;   248.00;       0.00 ;            0.00 ;     248.00 ;       0.00 ;             ;
   2 ; 223 ; PROSPERID. 3 ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   2 ; 224 ; P. SERGIPE I ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   2 ; 229 ; ONCA PINTADA ; SE     ;    50.00;      50.00 ;           30.00 ;       0.00 ;       0.00 ;     MAX     ;
   2 ; 235 ; C. MURICY 2  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   2 ; 236 ; MARLIM AZUL  ; SE     ;   565.00;     565.00 ;          505.00 ;       0.00 ;       0.00 ;     MAX     ;
   2 ; 238 ; GNA II       ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   2 ; 239 ; PARNAIBA V   ; N      ;   290.00;       0.00 ;            0.00 ;     290.00 ;       0.00 ;             ;
   2 ; 241 ; PROSPERID. 2 ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   2 ; 245 ; KARKEY 013   ; SE     ;    31.00;       0.00 ;           31.00 ;       0.00 ;       0.00 ;             ;
   2 ; 246 ; KARKEY 019   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   2 ; 248 ; PAULINIA     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   2 ; 249 ; PORSUD I     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   2 ; 250 ; PORSUD II    ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   2 ; 251 ; POVOACAO 1   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   2 ; 253 ; VIANA 1      ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   2 ; 254 ; B. BONITA I  ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   2 ; 322 ; BBF BALIZA   ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   2 ; 323 ; BONFIM       ; N      ;     5.00;       0.00 ;            5.00 ;       0.00 ;       0.00 ;             ;
   2 ; 324 ; CANTA        ; N      ;     5.00;       0.00 ;            5.00 ;       0.00 ;       0.00 ;             ;
   2 ; 326 ; JAGUATIRICA  ; N      ;    80.10;       0.00 ;            0.00 ;      80.10 ;       0.00 ;             ;
   2 ; 327 ; M.C. SUCUBA  ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   2 ; 328 ; PALMAPLAN    ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   2 ; 329 ; PAU RAINHA   ; N      ;     5.00;       0.00 ;            5.00 ;       0.00 ;       0.00 ;             ;
   2 ; 330 ; SANTA LUZ    ; N      ;     5.00;       0.00 ;            5.00 ;       0.00 ;       0.00 ;             ;
   2 ; 334 ; W ARJONA     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   2 ; 383 ; ATLANTICO    ; SE     ;   350.00;       0.00 ;          350.00 ;       0.00 ;       0.00 ;             ;
   2 ; 434 ; W ARJONA 2   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 001 ; ANGRA 1      ; SE     ;   640.00;     640.00 ;          640.00 ;       0.00 ;       0.00 ;     MAX     ;
   3 ; 004 ; ST.CRUZ 34   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 012 ; CUIABA G CC  ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 013 ; ANGRA 2      ; SE     ;  1350.00;    1350.00 ;         1350.00 ;       0.00 ;       0.00 ;     MAX     ;
   3 ; 015 ; LINHARES     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 021 ; MARANHAO V   ; N      ;   200.00;       0.00 ;            0.00 ;     200.00 ;       0.00 ;             ;
   3 ; 024 ; J.LACERDA C  ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 025 ; J.LACERDA B  ; S      ;   220.00;       0.00 ;          220.00 ;       0.00 ;       0.00 ;             ;
   3 ; 026 ; J.LACERDA A1 ; S      ;    40.00;       0.00 ;           40.00 ;       0.00 ;       0.00 ;             ;
   3 ; 027 ; J.LACERDA A2 ; S      ;   100.00;       0.00 ;          100.00 ;       0.00 ;       0.00 ;             ;
   3 ; 035 ; URUGUAIANA   ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 036 ; MARANHAO IV  ; N      ;   200.00;       0.00 ;            0.00 ;     200.00 ;       0.00 ;             ;
   3 ; 043 ; TERMOBAHIA   ; NE     ;   165.00;       0.00 ;          165.00 ;       0.00 ;       0.00 ;             ;
   3 ; 046 ; N.VENECIA 2  ; N      ;   109.30;       0.00 ;            0.00 ;     109.30 ;       0.00 ;             ;
   3 ; 047 ; TERMORIO     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 048 ; ARAUCARIA    ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 049 ; VIANA        ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 052 ; CAMPINA GDE  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 053 ; GLOBAL I     ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 054 ; JUIZ DE FORA ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 055 ; GLOBAL II    ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 057 ; MARACANAU I  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 058 ; TERMOCEARA   ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 060 ; NORTEFLU     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 062 ; SEROPEDICA   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 063 ; IBIRITE      ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 064 ; CANOAS       ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 067 ; TERMONE      ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 068 ; TRES LAGOAS  ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 069 ; TERMOPB      ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 070 ; GERAMAR II   ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 073 ; GERAMAR I    ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 083 ; VALE DO ACU  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 086 ; ST.CRUZ NOVA ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 090 ; TERMOMACAE   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 096 ; TERMOPE      ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 097 ; CUBATAO      ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 098 ; PERNAMBU_III ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 106 ; ERB CANDEIAS ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 107 ; PAMPA SUL    ; S      ;   330.00;     330.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 108 ; XAVANTES     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 110 ; N.PIRATININ  ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 116 ; PARNAIBA IV  ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 137 ; GNA I        ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 140 ; MAUA 3       ; N      ;   264.00;     264.00 ;          264.00 ;       0.00 ;       0.00 ;     MAX     ;
   3 ; 144 ; PETROLINA    ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 146 ; STA VITORIA  ; SE     ;    41.00;      41.00 ;            0.00 ;       0.00 ;       0.00 ;     MAX     ;
   3 ; 147 ; PROSPERID. 1 ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 149 ; SAO SEPE     ; S      ;     8.00;       8.00 ;            0.00 ;       0.00 ;       0.00 ;     MAX     ;
   3 ; 151 ; POTIGUAR     ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 152 ; TERMOCABO    ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 153 ; DAIA         ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 156 ; CANDIOTA 3   ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 161 ; POTIGUAR III ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 162 ; PECEM II     ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 163 ; P. PECEM II  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 167 ; P. PECEM I   ; NE     ;   240.00;       0.00 ;            0.00 ;     240.00 ;       0.00 ;             ;
   3 ; 170 ; SUAPE II     ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 176 ; PORTO ITAQUI ; N      ;   240.00;       0.00 ;            0.00 ;     240.00 ;       0.00 ;             ;
   3 ; 182 ; PALMEIRAS GO ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 194 ; T.NORTE 2    ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 201 ; APARECIDA    ; N      ;   120.00;     120.00 ;           95.00 ;       0.00 ;       0.00 ;     MAX     ;
   3 ; 203 ; PORAQUE      ; N      ;    68.00;      68.00 ;           50.00 ;       0.00 ;       0.00 ;     MAX     ;
   3 ; 204 ; JARAQUI      ; N      ;    63.00;      63.00 ;           50.00 ;       0.00 ;       0.00 ;     MAX     ;
   3 ; 205 ; PIRARUCU     ; N      ;    67.00;      67.00 ;           66.00 ;       0.00 ;       0.00 ;     MAX     ;
   3 ; 207 ; TUCUNARE     ; N      ;    67.00;      67.00 ;           66.00 ;       0.00 ;       0.00 ;     MAX     ;
   3 ; 209 ; TAMBAQUI     ; N      ;    63.00;      63.00 ;           56.00 ;       0.00 ;       0.00 ;     MAX     ;
   3 ; 211 ; BAIXADA FLU  ; SE     ;   530.00;     530.00 ;            0.00 ;       0.00 ;       0.00 ;     MAX     ;
   3 ; 212 ; MARANHAO III ; N      ;   248.00;       0.00 ;            0.00 ;     248.00 ;       0.00 ;             ;
   3 ; 223 ; PROSPERID. 3 ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 224 ; P. SERGIPE I ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 229 ; ONCA PINTADA ; SE     ;    50.00;      50.00 ;           30.00 ;       0.00 ;       0.00 ;     MAX     ;
   3 ; 235 ; C. MURICY 2  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 236 ; MARLIM AZUL  ; SE     ;   565.00;     565.00 ;          505.00 ;       0.00 ;       0.00 ;     MAX     ;
   3 ; 238 ; GNA II       ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 239 ; PARNAIBA V   ; N      ;   290.00;       0.00 ;            0.00 ;     290.00 ;       0.00 ;             ;
   3 ; 241 ; PROSPERID. 2 ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 245 ; KARKEY 013   ; SE     ;    31.00;       0.00 ;           31.00 ;       0.00 ;       0.00 ;             ;
   3 ; 246 ; KARKEY 019   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 248 ; PAULINIA     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 249 ; PORSUD I     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 250 ; PORSUD II    ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 251 ; POVOACAO 1   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 253 ; VIANA 1      ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 254 ; B. BONITA I  ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 322 ; BBF BALIZA   ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 323 ; BONFIM       ; N      ;     5.00;       0.00 ;            5.00 ;       0.00 ;       0.00 ;             ;
   3 ; 324 ; CANTA        ; N      ;     5.00;       0.00 ;            5.00 ;       0.00 ;       0.00 ;             ;
   3 ; 326 ; JAGUATIRICA  ; N      ;    80.10;       0.00 ;            0.00 ;      80.10 ;       0.00 ;             ;
   3 ; 327 ; M.C. SUCUBA  ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 328 ; PALMAPLAN    ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 329 ; PAU RAINHA   ; N      ;     5.00;       0.00 ;            5.00 ;       0.00 ;       0.00 ;             ;
   3 ; 330 ; SANTA LUZ    ; N      ;     5.00;       0.00 ;            5.00 ;       0.00 ;       0.00 ;             ;
   3 ; 334 ; W ARJONA     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   3 ; 383 ; ATLANTICO    ; SE     ;   350.00;       0.00 ;          350.00 ;       0.00 ;       0.00 ;             ;
   3 ; 434 ; W ARJONA 2   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 001 ; ANGRA 1      ; SE     ;   640.00;     640.00 ;          640.00 ;       0.00 ;       0.00 ;     MAX     ;
   4 ; 004 ; ST.CRUZ 34   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 012 ; CUIABA G CC  ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 013 ; ANGRA 2      ; SE     ;  1350.00;    1350.00 ;         1350.00 ;       0.00 ;       0.00 ;     MAX     ;
   4 ; 015 ; LINHARES     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 021 ; MARANHAO V   ; N      ;   200.00;       0.00 ;            0.00 ;     200.00 ;       0.00 ;             ;
   4 ; 024 ; J.LACERDA C  ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 025 ; J.LACERDA B  ; S      ;   220.00;       0.00 ;          220.00 ;       0.00 ;       0.00 ;             ;
   4 ; 026 ; J.LACERDA A1 ; S      ;    40.00;       0.00 ;           40.00 ;       0.00 ;       0.00 ;             ;
   4 ; 027 ; J.LACERDA A2 ; S      ;   100.00;       0.00 ;          100.00 ;       0.00 ;       0.00 ;             ;
   4 ; 035 ; URUGUAIANA   ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 036 ; MARANHAO IV  ; N      ;   200.00;       0.00 ;            0.00 ;     200.00 ;       0.00 ;             ;
   4 ; 043 ; TERMOBAHIA   ; NE     ;   165.00;       0.00 ;          165.00 ;       0.00 ;       0.00 ;             ;
   4 ; 046 ; N.VENECIA 2  ; N      ;   109.30;       0.00 ;            0.00 ;     109.30 ;       0.00 ;             ;
   4 ; 047 ; TERMORIO     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 048 ; ARAUCARIA    ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 049 ; VIANA        ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 052 ; CAMPINA GDE  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 053 ; GLOBAL I     ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 054 ; JUIZ DE FORA ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 055 ; GLOBAL II    ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 057 ; MARACANAU I  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 058 ; TERMOCEARA   ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 060 ; NORTEFLU     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 062 ; SEROPEDICA   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 063 ; IBIRITE      ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 064 ; CANOAS       ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 067 ; TERMONE      ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 068 ; TRES LAGOAS  ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 069 ; TERMOPB      ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 070 ; GERAMAR II   ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 073 ; GERAMAR I    ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 083 ; VALE DO ACU  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 086 ; ST.CRUZ NOVA ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 090 ; TERMOMACAE   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 096 ; TERMOPE      ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 097 ; CUBATAO      ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 098 ; PERNAMBU_III ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 106 ; ERB CANDEIAS ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 107 ; PAMPA SUL    ; S      ;   315.00;     315.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 108 ; XAVANTES     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 110 ; N.PIRATININ  ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 116 ; PARNAIBA IV  ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 137 ; GNA I        ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 140 ; MAUA 3       ; N      ;   264.00;     264.00 ;          264.00 ;       0.00 ;       0.00 ;     MAX     ;
   4 ; 144 ; PETROLINA    ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 146 ; STA VITORIA  ; SE     ;    38.00;      38.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 147 ; PROSPERID. 1 ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 149 ; SAO SEPE     ; S      ;     8.00;       8.00 ;            0.00 ;       0.00 ;       0.00 ;     MAX     ;
   4 ; 151 ; POTIGUAR     ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 152 ; TERMOCABO    ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 153 ; DAIA         ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 156 ; CANDIOTA 3   ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 161 ; POTIGUAR III ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 162 ; PECEM II     ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 163 ; P. PECEM II  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 167 ; P. PECEM I   ; NE     ;   240.00;       0.00 ;            0.00 ;     240.00 ;       0.00 ;             ;
   4 ; 170 ; SUAPE II     ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
   4 ; 176 ; PORTO ITAQUI ; N      ;   240.00;       0.00 ;            0.00 ;     240.00 ;       0.00 ;             ;
   4 ; 182 ; PALMEIRAS GO ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
